formula,sg,xc,flg
O25Ta9V2,87,"{'pbe': {'am': 0.87, 'tm': 0.85}}",
C2Ba2F4O6Zn2,176,{'pbe': {}},
Co8Sn24,142,{'pbe': {}},
C2H16N8O8S2,2,{'pbe': {}},
Mg4N8Si4,33,{'pbe': {}},
Br16La8S16Sb8,14,{'pbe': {}},
Mo4Te8,11,{'pbe': {}},
FeTeV,216,"{'pbe': {'am': 2.25, 'tm': 1.0}}",['th']
Ca6H4Sn2,63,{'pbe': {}},
As8S12,14,{'pbe': {}},
Ba6N2Na2,194,{'pbe': {}},
CeCuGa3,107,{'pbe': {}},
CBr2Lu2,166,{'pbe': {}},
B4Co2Fe8Si2,140,"{'pbe': {'am': 16.41, 'tm': 14.28}}",
Cu7Hf6Zn16,225,{'pbe': {}},
O32Si8Zn16,61,{'pbe': {}},
O12P3Sm3,180,"{'pbe': {'am': 15.9, 'tm': 15.0}}",
Cs2La2Te6Zn2,63,{'pbe': {}},
Cl14Cs2Ti4,11,"{'pbe': {'am': 4.34, 'tm': 4.0}}",
Ca2O6Sn2,148,{'pbe': {}},
La4N4O16,62,{'pbe': {}},
Al2Fe4O8,227,"{'pbe': {'am': 18.03, 'tm': 18.0}}",
Eu4Ga18Rh6,63,"{'pbe': {'am': 28.0, 'tm': 27.2}}",
SeZn,216,{'pbe': {}},
As4Co4Ta4,62,{'pbe': {}},
Gd4Mg2Pd4,127,"{'pbe': {'am': 28.83, 'tm': 28.76}}",
Au2Eu2Sb2,194,"{'pbe': {'am': 14.2, 'tm': 13.98}}",
Se,10,{'pbe': {}},['hp']
Nb3O10RbSr2,123,{'pbe': {}},
C8H24N4O4,59,{'pbe': {}},
As4F24Mn2O8S4,43,"{'pbe': {'am': 10.05, 'tm': 10.0}}",
O6Sr3W,225,{'pbe': {}},
Fe16La2Si10,140,"{'pbe': {'am': 25.31, 'tm': 21.75}}",
O12Pb4Rb8,62,{'pbe': {}},
N12Na6Y2,70,"{'pbe': {'am': 24.27, 'tm': 24.0}}",
Cr3Ni,139,"{'pbe': {'am': 1.25, 'tm': 0.76}}",['th']
CoCu2Se4Sn,121,"{'pbe': {'am': 2.74, 'tm': 2.67}}",
Al3Pd2Y,191,{'pbe': {}},
Ga4I12La12,214,{'pbe': {}},
BRh3Yb,221,"{'pbe': {'am': 0.9, 'tm': 0.86}}",
CRe,187,{'pbe': {}},['th']
LaP,225,{'pbe': {}},
CH6FN,160,{'pbe': {}},
C4Gd4O16,19,"{'pbe': {'am': 31.85, 'tm': 24.0}}",
CaCd2P2,164,{'pbe': {}},
C6N8,227,{'pbe': {}},['th']
Ba2F8Sn2,129,{'pbe': {}},
Cd8O18Si8,14,"{'pbe': {'am': 0.02, 'tm': 0.02}}",['th']
Cl6Tl2W,225,"{'pbe': {'am': 2.2, 'tm': 2.0}}",
Li2O4Tl2,141,{'pbe': {}},
CrKP2S7,5,"{'pbe': {'am': 3.52, 'tm': 3.0}}",
Nd2,63,{'pbe': {}},['hp']
F4O8Pb4S2,15,{'pbe': {}},
Al6MoO16Sr4,217,{'pbe': {}},
Bi4Cs4Ni2,63,{'pbe': {}},
I12La4O36,14,{'pbe': {}},['ht']
Ba4Ca16Cu8N16,130,{'pbe': {}},
Hf2S6,11,{'pbe': {}},
Al16Ir7Zr6,225,{'pbe': {}},
Gd8O14Pd2,2,"{'pbe': {'am': 56.1, 'tm': 55.88}}",
Al2CePt3,191,{'pbe': {}},
LaMn7O12,12,"{'pbe': {'am': 28.36, 'tm': 28.0}}",
O24Rb2Se4V6,173,{'pbe': {}},
Cu2La2Sn2,186,{'pbe': {}},
Al2O11Si4,2,{'pbe': {}},
Pt3Rb2S4,69,{'pbe': {}},
Mg7V,225,"{'pbe': {'am': 3.65, 'tm': 2.6}}",['th']
O16Zr4,62,{'pbe': {}},['th']
CEr3Tl,221,"{'pbe': {'am': 8.7, 'tm': 8.7}}",
Cd4O14Ta4,227,{'pbe': {}},
As6H4Na2O18,2,{'pbe': {}},
C6CrCsMnN6,216,"{'pbe': {'am': 4.29, 'tm': 4.01}}",
C2Li4O6,193,{'pbe': {}},['hp']
Co2LiO4,10,"{'pbe': {'am': 1.08, 'tm': 1.05}}",
Ge16Sc20,62,{'pbe': {}},
H2O4Y2,11,{'pbe': {}},
GeI2La2,164,{'pbe': {}},
MnZn3,221,"{'pbe': {'am': 3.5300000000000002, 'tm': 2.8}}",
N4Na4,70,"{'pbe': {'am': 8.06, 'tm': 8.0}}",
Br4Cu4Te8,14,{'pbe': {}},
As24Co4Re10,58,{'pbe': {}},
BrLi10N3,187,{'pbe': {}},
B14Ca7Rh20,69,{'pbe': {}},
Fe4Nb16Te16,55,{'pbe': {}},
La2S2,39,{'pbe': {}},
C6H14Cl2N16,2,{'pbe': {}},
CAlHo3,221,"{'pbe': {'am': 11.85, 'tm': 11.85}}",
MnSTi,216,"{'pbe': {'am': 1.53, 'tm': 1.03}}",['th']
Cu4S4Ti,121,{'pbe': {}},
H4O20Pb4V4Zn4,62,{'pbe': {}},
C4H20N4NiO12Pd,23,"{'pbe': {'am': 2.12, 'tm': 2.0}}",
Pt4Y2,227,{'pbe': {}},
Mg8Y4,194,{'pbe': {}},
LuOs2Si2,139,{'pbe': {}},
Cs6I12La2,84,{'pbe': {}},
Ba2IP,166,{'pbe': {}},
C4K4N12O8,14,{'pbe': {}},
C4K2O12Tm2,15,"{'pbe': {'am': 4.05, 'tm': 4.0}}",
Al2Cl12I2,4,{'pbe': {}},
B8Be16H8O32,61,{'pbe': {}},
B3BiO6,5,{'pbe': {}},['hp']
F6La2,59,{'pbe': {}},['hp']
Mg8O18Ta4,165,{'pbe': {}},
CGd2N2O2,164,"{'pbe': {'am': 14.0, 'tm': 14.0}}",
Li8O6Zr,148,{'pbe': {}},
GdMn2Si2,139,"{'pbe': {'am': 11.13, 'tm': 10.57}}",
Ni2O6Ti2,148,"{'pbe': {'am': 4.21, 'tm': 4.1}}",
B4Ga2Ir10Sc4,127,{'pbe': {}},
N4O8Re4,88,{'pbe': {}},
Ba4Eu8O16,62,"{'pbe': {'am': 52.17, 'tm': 48.0}}",
O12Sr4Ta2Y2,14,{'pbe': {}},
B4Cl8H16Na2O16,129,{'pbe': {}},
AgClO4,216,{'pbe': {}},['ht']
H16Li4N4O16S4,33,{'pbe': {}},
Al6H18,63,{'pbe': {}},
S18Zn18,156,{'pbe': {}},
C2CaK2O6,166,{'pbe': {}},
FNaNb6O15,38,{'pbe': {}},
C6Al6Yb2,194,"{'pbe': {'am': 1.2, 'tm': 1.18}}",
CdCeNi4,216,{'pbe': {}},
Cu4Mg2,227,{'pbe': {}},['th']
Al4La4Pt4,62,{'pbe': {}},
Al32Ca4Co8,55,{'pbe': {}},
Na8O24P8,14,{'pbe': {}},
CrCs2F6K,225,"{'pbe': {'am': 3.18, 'tm': 3.0}}",
Be8Re4,194,{'pbe': {}},
O32W8Zr4,198,{'pbe': {}},
O8S2Tl4,164,{'pbe': {}},
Cu4Ge2Mn2S8,31,"{'pbe': {'am': 10.07, 'tm': 10.0}}",
Bi2Cu2O2Se2,129,{'pbe': {}},
Na4O16Si6Zn2,4,{'pbe': {}},
CaCu3O12Ru4,204,"{'pbe': {'am': 5.98, 'tm': 5.04}}",
As2Ca2O12,9,"{'pbe': {'am': 10.17, 'tm': 10.01}}",
C8K4N8Pt2S8,14,{'pbe': {}},
CsO8P2Ta,2,{'pbe': {}},
CClN3O4,160,"{'pbe': {'am': 5.41, 'tm': 3.96}}",['hp']
Ge8Rh8Te8,61,{'pbe': {}},
H4Na4O16Se4,14,{'pbe': {}},
Mn4O20Te8,60,"{'pbe': {'am': 20.06, 'tm': 20.0}}",
I12MnZr6,148,{'pbe': {}},
O24Te4Y8,19,{'pbe': {}},
MgN2Si,166,{'pbe': {}},
Ba4O28P8Pd4,62,{'pbe': {}},
Ba6Fe6Se14,186,"{'pbe': {'am': 20.86, 'tm': 19.99}}",
Fe6O24P4,14,"{'pbe': {'am': 12.29, 'tm': 11.83}}",
N4,136,{'pbe': {}},['hp']
Cu2ZnZr,225,{'pbe': {}},
Al4Mn2O8,227,"{'pbe': {'am': 10.01, 'tm': 10.0}}",
As4Fe4Te4,14,{'pbe': {}},
BaSn5,191,{'pbe': {}},
C4Ba2N4S4,15,{'pbe': {}},
AlCrCu2,225,"{'pbe': {'am': 3.49, 'tm': 3.05}}",
Ga4O32P10Rb2,7,{'pbe': {}},
As2BaPd2,139,{'pbe': {}},
La6Sb10Zr2,193,{'pbe': {}},
Hf3Os3Si3,189,{'pbe': {}},
Os2P4,58,{'pbe': {}},
Co4F8,205,"{'pbe': {'am': 12.12, 'tm': 12.0}}",['hp']
Bi4ClO8Ta,123,{'pbe': {}},['ht']
F6Fe2K2,225,"{'pbe': {'am': 8.04, 'tm': 8.0}}",
Cd4F4Na8O16P4,62,{'pbe': {}},
Li2Mo4O16Sb2,15,{'pbe': {}},
CuS2Tl2,139,{'pbe': {}},
CsF3Pb,221,{'pbe': {}},['ht']
Al12Ti8,141,{'pbe': {}},
Fe25Mo4,217,"{'pbe': {'am': 54.15, 'tm': 46.8}}",
Ge6Os7Yb4,229,{'pbe': {}},
O28P8Pd4Zn4,62,{'pbe': {}},
I6Nb2O2,5,{'pbe': {}},
Na4O16P4Zn4,14,{'pbe': {}},
Mo2Rh6,194,{'pbe': {}},
AsF6Rb,148,{'pbe': {}},
H2Na2Ni3O10P2,12,"{'pbe': {'am': 6.18, 'tm': 6.0}}",
Ga3La3Mg3,189,{'pbe': {}},
Na5O6Re,12,{'pbe': {}},
As8Cd8,61,{'pbe': {}},
NbS2,166,{'pbe': {}},
B2H16N2,28,{'pbe': {}},['hp']
Cl6SnTl2,225,{'pbe': {}},
F6NS2Sb,12,{'pbe': {}},
Cd2Ge2Sr,139,{'pbe': {}},
Ba2Cu4Ge6H4O20,63,"{'pbe': {'am': 4.34, 'tm': 4.0}}",
C2Fe2Na6O14P2,11,"{'pbe': {'am': 8.06, 'tm': 8.0}}",
Al8Sn6Sr22,225,{'pbe': {}},
Al2H12Li2Na4,14,{'pbe': {}},['th']
Mg2S8Sc4,227,{'pbe': {}},
Ag2In4,140,{'pbe': {}},
O8Rb2Se2Sr,166,{'pbe': {}},
NRu,187,"{'pbe': {'am': 0.01, 'tm': 0.01}}",['th']
Cu4Ge4O12,14,"{'pbe': {'am': 1.56, 'tm': 1.45}}",['hp']
InO8RbW2,164,{'pbe': {}},
P2Rb2S6,71,{'pbe': {}},
K3NaO8S2,164,{'pbe': {}},
HgSe,225,{'pbe': {}},
Bi8,64,{'pbe': {}},"['hp', 'ht']"
Eu4S12Zr4,62,"{'pbe': {'am': 27.88, 'tm': 27.34}}",
Lu4Mn4O14,227,"{'pbe': {'am': 12.81, 'tm': 12.0}}",
PSc,225,{'pbe': {}},
BrCl14P3,79,{'pbe': {}},
Ba4Cu2H12O12,14,"{'pbe': {'am': 2.25, 'tm': 2.0}}",
Mn2Se2,186,"{'pbe': {'am': 10.0, 'tm': 10.0}}",
Br6Cs2LiY,225,{'pbe': {}},
Ga8Gd12,136,"{'pbe': {'am': 93.3, 'tm': 92.8}}",
H24K8Li4N12,84,{'pbe': {}},
Cu2Nb6S8,176,{'pbe': {}},
LaPt3,221,{'pbe': {}},
C4H20B4N8S4,62,{'pbe': {}},
NTl,225,{'pbe': {}},['th']
F3NaV,221,"{'pbe': {'am': 3.01, 'tm': 2.9699999999999998}}",
B2F8H6N2,2,{'pbe': {}},
Cr5S8,12,"{'pbe': {'am': 15.94, 'tm': 14.0}}",
I6La10Si10,12,{'pbe': {}},
Br20Sr10,85,{'pbe': {}},
I,229,{'pbe': {}},['ht']
S28Zn28,156,{'pbe': {}},
DyGe2Ru2,139,"{'pbe': {'am': 4.8, 'tm': 4.74}}",
Co2Ga2La6Se14,173,"{'pbe': {'am': 4.04, 'tm': 3.6}}",
As8S10,11,{'pbe': {}},
Fe4Ta8,193,"{'pbe': {'am': 9.97, 'tm': 8.07}}",
Li,229,{'pbe': {}},['hp']
In2N2Ti4,194,{'pbe': {}},
Cs2Ge34Na4,227,{'pbe': {}},
C24H16N16S4,60,{'pbe': {}},
Ba8O20Tl8,62,{'pbe': {}},
Ga6Ni10Sn4,63,{'pbe': {}},
As2Ni2O6Sc2Sr4,129,{'pbe': {}},['th']
La2Nb2O8,36,{'pbe': {}},
EuOs4P12,204,"{'pbe': {'am': 7.19, 'tm': 6.22}}",
O7Tl4V2,164,{'pbe': {}},
Ca8Mn8O24,137,"{'pbe': {'am': 25.15, 'tm': 24.0}}",['th']
Al4B24Yb8,55,{'pbe': {}},
CoN9O12,202,"{'pbe': {'am': 6.01, 'tm': 6.0}}",
Ag2Fe2S4,122,"{'pbe': {'am': 3.7800000000000002, 'tm': 3.68}}",
Ba2Eu2Fe4O10,51,"{'pbe': {'am': 28.05, 'tm': 27.92}}",
Ge4Rh6Tm,187,"{'pbe': {'am': 1.55, 'tm': 1.49}}",
C8H24CoLiN8O12,164,{'pbe': {}},
NaNiO2,12,"{'pbe': {'am': 1.03, 'tm': 1.0}}",
F6Rh,229,"{'pbe': {'am': 3.09, 'tm': 3.0}}",
Mg2O8W2,13,{'pbe': {}},['hp']
Ni2Sb4,58,{'pbe': {}},
AgO2Rh,166,{'pbe': {}},
C6Cs2CuFeN6,225,"{'pbe': {'am': 1.3599999999999999, 'tm': 1.19}}",
O6Sr2VZr,225,"{'pbe': {'am': 1.19, 'tm': 1.0}}",['th']
Ge4Pt4S4,29,{'pbe': {}},
Ge4La12O36V4,14,{'pbe': {}},
Si6Ta10,140,{'pbe': {}},
O20S4V4,62,"{'pbe': {'am': 5.04, 'tm': 4.0}}",
Ba4H12Ni2O12,14,"{'pbe': {'am': 4.2, 'tm': 4.0}}",
NYb,221,"{'pbe': {'am': 0.75, 'tm': 0.73}}","['th', 'hp']"
B6FeO18Sr6Y,148,"{'pbe': {'am': 5.06, 'tm': 5.0}}",
CLu3Sn,221,{'pbe': {}},
Bi4O12W2,12,{'pbe': {}},['ht']
Be5Hf,191,{'pbe': {}},
O14Rb4W4,14,{'pbe': {}},
I2O2Y2,129,{'pbe': {}},
Cl18Cs2Zr7,148,{'pbe': {}},
Sb4Te6,12,{'pbe': {}},['hp']
CSc,225,{'pbe': {}},['ht']
Ag4As8Gd4,62,"{'pbe': {'am': 28.49, 'tm': 27.82}}",
AlCoCr,216,{'pbe': {}},
Cl24Mo12,64,{'pbe': {}},
Cr4Cu4P8S24,7,"{'pbe': {'am': 14.15, 'tm': 11.97}}",
Co8Zr26,227,{'pbe': {}},
Cr4S8Zn2,74,"{'pbe': {'am': 13.25, 'tm': 12.0}}",
I4Mo4O24Rb4,33,{'pbe': {}},
Ge4Se4,62,{'pbe': {}},
Gd6Sb8,220,"{'pbe': {'am': 42.63, 'tm': 41.85}}",
PdSbTm,216,"{'pbe': {'am': 1.6, 'tm': 1.5899999999999999}}",
Ca6O18Te6,4,{'pbe': {}},
Cu2La2O6,167,{'pbe': {}},
C2Re2,186,{'pbe': {}},['th']
P8V2,15,{'pbe': {}},
Mg2Pd4Y4,127,{'pbe': {}},
BrO,160,"{'pbe': {'am': 0.85, 'tm': 0.85}}",
C2P2V4,194,{'pbe': {}},
C4Ca4O12,62,{'pbe': {}},['th']
CdCu2S4Sn,121,{'pbe': {}},
Cr4Ga12Hf6,59,{'pbe': {'am': 0.01}},
B8Ca8Li8O24,61,{'pbe': {}},
Te12Y8,70,{'pbe': {}},
Pt3V,221,"{'pbe': {'am': 1.94, 'tm': 1.27}}",
Ag4S6Te2,9,{'pbe': {}},
B28Mg4,74,{'pbe': {}},
Ge4K4Li12O16,2,{'pbe': {}},
N8O24,14,"{'pbe': {'am': 8.75, 'tm': 8.0}}",['hp']
Li4N4,71,{'pbe': {}},
Ag8Bi4O12,34,{'pbe': {}},
Mn12N4Ta12,227,"{'pbe': {'am': 14.09, 'tm': 10.89}}",
Ca2Sb4,11,{'pbe': {}},
C2Ce2Os4Si2,63,"{'pbe': {'am': 0.64, 'tm': 0.45}}",
Ge4La2Pt2,63,{'pbe': {}},
Ca2Ge4Mg2O12,15,{'pbe': {}},
Ba2Pd2Sb4,63,{'pbe': {}},
Cl18Cs6Ti4,194,"{'pbe': {'am': 4.34, 'tm': 4.0}}",
Cd4Ir4Y16,216,{'pbe': {}},
Ge2Mg4,194,{'pbe': {}},"['th', 'hp']"
B16W4,194,{'pbe': {}},['hp']
Cd2Gd4Pd4,127,"{'pbe': {'am': 28.82, 'tm': 28.75}}",
C8Au2N8O4,14,"{'pbe': {'am': 10.15, 'tm': 9.99}}",
Ge2La3O14SbZn3,5,{'pbe': {}},
Ga4H4O8,62,{'pbe': {}},
SmZn,221,"{'pbe': {'am': 5.96, 'tm': 5.96}}",
Cd4K6Se13Sn3,160,{'pbe': {}},
B2Co2Dy,139,"{'pbe': {'am': 4.89, 'tm': 4.8}}",
Eu4I4O36V8,57,"{'pbe': {'am': 25.96, 'tm': 24.0}}",
Ba4O16Tl8,62,{'pbe': {}},
Ga2Te4Zn,82,{'pbe': {}},
Hg4K8S8,57,{'pbe': {}},
C5Al4Zr2,160,{'pbe': {}},
CuHf2Sb3,115,{'pbe': {}},
AgAlO2,166,{'pbe': {}},['th']
As6Li2O24Sn4,167,{'pbe': {}},
F4K8O24Sc4Si8,136,{'pbe': {}},
Li8Mn4O12,15,"{'pbe': {'am': 12.54, 'tm': 12.0}}",
Ag2InSc,225,{'pbe': {}},
Br28Rb4W12,15,{'pbe': {}},
Cu2Sn4Zr2,129,{'pbe': {}},
As3Fe4O16,215,"{'pbe': {'am': 9.3, 'tm': 9.0}}",
Fe4Mg2O8,227,"{'pbe': {'am': 19.3, 'tm': 19.28}}",
As8Ga4Sr6,15,{'pbe': {}},
Al4O24Se6,148,{'pbe': {}},
CdCrTe2,115,"{'pbe': {'am': 4.44, 'tm': 4.0}}",['th']
As16S12,62,{'pbe': {}},
Cl6Rb2V,225,"{'pbe': {'am': 1.27, 'tm': 1.0}}",
Ge8Lu4Rh16,62,{'pbe': {}},
Ca4N4O8Ta4,26,{'pbe': {}},['th']
Al2Pt3Sr,191,{'pbe': {}},
B6CdO18Pb8,148,{'pbe': {}},
Na2Nb2O6,161,{'pbe': {}},
C8H16Be2O16,63,{'pbe': {}},
La3Ni3Zn3,189,{'pbe': {}},
C4H28F12N16Zr2,14,{'pbe': {}},
Cl18Rb2W6,147,"{'pbe': {'am': 2.17, 'tm': 2.01}}",
H2Li2O4,12,"{'pbe': {'am': 4.17, 'tm': 4.05}}",
BiFePt,216,"{'pbe': {'am': 3.13, 'tm': 2.88}}",['th']
Fe9Ga12,12,"{'pbe': {'am': 19.47, 'tm': 16.6}}",
C4H24Cl4N12O4,19,{'pbe': {}},
O6Sr3Te,225,{'pbe': {}},['ht']
HoSb,225,"{'pbe': {'am': 3.81, 'tm': 3.81}}",
Nd2S4,227,"{'pbe': {'am': 8.57, 'tm': 7.6}}",
K2PdSe2,71,{'pbe': {}},
Cl12Cr2Na6,163,"{'pbe': {'am': 6.94, 'tm': 6.0}}",
Ba6S14Zr4,66,{'pbe': {}},
Hf10Sn8,193,{'pbe': {}},
B8Se16,14,{'pbe': {}},
Ag6K2Te4,12,{'pbe': {}},
Li2Rh2Sn8,140,{'pbe': {}},
H24Ir4Li4Mg4,215,{'pbe': {}},['th']
I8O24Zr2,85,{'pbe': {}},
Al2F8Rb2,127,{'pbe': {}},
H8O12P4Sr2,2,{'pbe': {}},
C2NdNi,38,"{'pbe': {'am': 3.59, 'tm': 3.54}}",
B2Hf18Os8,194,{'pbe': {}},
Pt2Ti6,223,{'pbe': {}},
Ba3CaO4,221,{'pbe': {}},['th']
BaFe2NdO5,47,"{'pbe': {'am': 10.66, 'tm': 10.56}}",
O4Sb4Se6Sr4,14,{'pbe': {}},
Mg4Pt2Si2,194,{'pbe': {}},
Mn2Sn2Sr2,129,"{'pbe': {'am': 8.73, 'tm': 8.21}}",
Ga2H2Sr,164,{'pbe': {}},
HMg16O32Si8,1,{'pbe': {}},['th']
Na4O12Ta4,63,{'pbe': {}},['ht']
Hg2In2Sr,139,{'pbe': {}},
Cs2Mn2Sb2,129,"{'pbe': {'am': 10.08, 'tm': 9.56}}",
Eu12Pd8Sn8,57,"{'pbe': {'am': 84.8, 'tm': 83.25}}",
Ba2Na4O12Si4,4,{'pbe': {}},
Mn16O24,206,"{'pbe': {'am': 64.6, 'tm': 64.0}}",
Ba3Cl6,189,{'pbe': {}},['hp']
La2Mo16O28,41,{'pbe': {}},
Mg34Sr4,194,{'pbe': {}},
H7Na5O18Se4,2,{'pbe': {}},
Al4La10Ru6,199,{'pbe': {}},
Ge6Mn6Tb,191,"{'pbe': {'am': 19.81, 'tm': 17.72}}",
Pt2Si2Sr,139,{'pbe': {}},
Br3CdCs,221,{'pbe': {}},
Cs4N28P16,62,{'pbe': {}},
Cl2O4Rb2,63,{'pbe': {}},
F2Mg,38,{'pbe': {}},['th']
P12Si12,36,{'pbe': {}},
Cs8Ga4Se10,2,{'pbe': {}},
Ir5Sn7,107,{'pbe': {}},
C2Cd2O6,167,{'pbe': {}},
Ga2Te4Tl2,140,{'pbe': {}},
Mn4O8Zn2,141,"{'pbe': {'am': 16.16, 'tm': 16.0}}",
H4I4O14Sr2,15,{'pbe': {}},
O2Si,225,{'pbe': {}},['th']
Br8S28Te4,62,{'pbe': {}},
Al6Ta10,193,{'pbe': {}},
Pd4Sn8,41,{'pbe': {}},
S16Ti4Tl16,14,{'pbe': {}},
Fe8Ge14Hf8,139,"{'pbe': {'am': 11.59, 'tm': 8.73}}",
Eu3K3O27S6,152,"{'pbe': {'am': 24.79, 'tm': 24.0}}",
AlKO8S2,150,{'pbe': {}},
As4Ni4Ta4,62,{'pbe': {}},
AgCoF3,221,"{'pbe': {'am': 3.08, 'tm': 3.05}}",
N4Re2,71,{'pbe': {}},['th']
F20O4Pb4V4,57,{'pbe': {}},
In,139,{'pbe': {}},
Cu2Eu2Lu2S6,63,"{'pbe': {'am': 14.2, 'tm': 13.96}}",
Al23Gd4Ni6,12,"{'pbe': {'am': 29.01, 'tm': 27.92}}",
As6Rb4,69,{'pbe': {}},
B6O12Rb6,167,{'pbe': {}},
O28Os2Pb2,227,{'pbe': {}},
NNi3Zn,221,{'pbe': {}},
F8Ru2,14,"{'pbe': {'am': 4.17, 'tm': 4.0}}",
Cu8Na6S8,55,{'pbe': {}},
Fe8Zr16,227,"{'pbe': {'am': 11.07, 'tm': 3.8200000000000003}}",
As8Mn12,36,"{'pbe': {'am': 34.03, 'tm': 31.02}}",
Br24N12P12,62,{'pbe': {}},
Gd3In3Pd3,189,"{'pbe': {'am': 21.79, 'tm': 21.71}}",
B6Co21Ti2,225,"{'pbe': {'am': 25.76, 'tm': 20.54}}",
Mo18S22,148,{'pbe': {}},
K2O2,11,"{'pbe': {'am': 2.07, 'tm': 2.0}}",['ht']
P3Ru3Zr3,189,{'pbe': {}},
Cl8Co2Hg6S4,20,"{'pbe': {'am': 6.09, 'tm': 6.0}}",
Cr4K12O16,198,"{'pbe': {'am': 4.41, 'tm': 4.0}}",
H28La4Mg8Pd4,19,{'pbe': {}},
GdKS2,166,"{'pbe': {'am': 7.05, 'tm': 7.0}}",
B16Mo8O36,137,{'pbe': {}},
CrO6Sr2W,225,"{'pbe': {'am': 3.08, 'tm': 2.0}}",
Ni2O12Pb2Sr6,167,"{'pbe': {'am': 4.16, 'tm': 3.79}}",['hp']
CeIn5Ir,123,"{'pbe': {'am': 0.93, 'tm': 0.87}}",
B8Ir6Zr2,176,{'pbe': {}},
As4V4,33,{'pbe': {}},
Cu6S4Tl,139,{'pbe': {}},
Al2Ca2F2O8Si2,15,{'pbe': {}},
N12O12Pd4S4,14,"{'pbe': {'am': 20.59, 'tm': 19.93}}",
CdLiP,216,{'pbe': {}},
F6Li2O2Sn,12,"{'pbe': {'am': 4.09, 'tm': 4.0}}",
B28,58,{'pbe': {}},['hp']
O6Rh4,167,{'pbe': {}},
Ru2Sb2Sr,139,{'pbe': {}},['th']
Ba2Sn6,194,{'pbe': {}},
Cd2Fe4O8,227,"{'pbe': {'am': 19.31, 'tm': 19.3}}",
Pt4Si4Sr4,198,{'pbe': {}},
Ce2Fe2O2P2,129,{'pbe': {}},
Ag8Pd12S4,213,{'pbe': {}},
B6O18Sr6Y2,148,{'pbe': {}},
Mg2N2Sr,164,{'pbe': {}},
O6Pb2SbY,225,{'pbe': {}},['ht']
BiMn2O6Tb,225,"{'pbe': {'am': 16.39, 'tm': 16.39}}",['th']
Mg2Na3O6Sb,12,{'pbe': {}},
Ga2Na2Te4,140,{'pbe': {}},
S2W,160,{'pbe': {}},
BaNb7O9,123,{'pbe': {}},
K8Mn4O16,62,"{'pbe': {'am': 4.4, 'tm': 4.0}}",
B2Be4F4K2O6,167,{'pbe': {}},
Ba2GdMoO6,225,"{'pbe': {'am': 7.02, 'tm': 7.0}}",
Ca3NTl,221,{'pbe': {}},
C6B2Lu6,63,{'pbe': {}},
Nb4Se22Tl8,2,{'pbe': {}},
Ce2Ir4Si4,129,{'pbe': {}},
Cd4Na2O18Si6,2,"{'pbe': {'am': 2.45, 'tm': 2.27}}",
C10H18Lu2N4O16,20,{'pbe': {}},
Cu2O12Ta4,136,"{'pbe': {'am': 2.15, 'tm': 2.0}}",
CMo,225,{'pbe': {}},
Ag12Au4Se8,214,{'pbe': {}},
CrO6Sr2Y,225,"{'pbe': {'am': 1.32, 'tm': 1.0}}",['th']
Mg,229,{'pbe': {}},
Hg4O12Te4,2,{'pbe': {}},
CuF,216,{'pbe': {}},
Ir2Zr4,140,{'pbe': {}},
Cl2O8Y6,63,{'pbe': {}},
O16Tl2W4Y2,15,{'pbe': {}},
Mn2Si2Y2,129,"{'pbe': {'am': 4.97, 'tm': 3.81}}",
Bi6Sr10,193,{'pbe': {}},
Gd4Ni4Si4,62,"{'pbe': {'am': 28.69, 'tm': 28.4}}",
Lu2O16Tl2W4,15,{'pbe': {}},
AgK3,225,{'pbe': {}},['hp']
AgBr,221,{'pbe': {}},"['th', 'hp']"
CdF6Pt,148,{'pbe': {}},
CaF8HfLi2,82,{'pbe': {}},
F4Lu4O12Se4,14,{'pbe': {}},
H6MgSr2,164,{'pbe': {}},
B8Fe4,62,{'pbe': {}},['th']
Bi2Cl10Hg8S4,4,{'pbe': {}},
Al2Hf4,140,{'pbe': {}},
CoGdIn5,123,"{'pbe': {'am': 7.32, 'tm': 6.84}}",
Cs12Ge4O14,14,{'pbe': {}},
Se12Ti24,58,{'pbe': {}},
C12H8N4O20Zn2,15,{'pbe': {}},
CaCs4F12Mg3,166,{'pbe': {}},
C6Hg2N6Rb2S6,11,{'pbe': {}},
As12K24Nb4O4,198,{'pbe': {}},
Cs2,12,{'pbe': {}},
Al24Ni6Y3,155,{'pbe': {}},
Gd10In8Ir4,55,"{'pbe': {'am': 72.51, 'tm': 71.51}}",
Cu2LiP2Y,164,{'pbe': {}},
Cu8F4O16P4,15,"{'pbe': {'am': 7.74, 'tm': 7.41}}",
CeRbS2,166,"{'pbe': {'am': 1.11, 'tm': 1.0}}",
H4Na4O16S4,14,{'pbe': {}},
Ca4Pb4Pd4,62,{'pbe': {}},
As2Cd2O7,12,{'pbe': {}},
Li2Mn2O8,141,"{'pbe': {'am': 8.36, 'tm': 8.0}}",
C16Co4F12O16Si4,64,{'pbe': {}},
Be2Si,225,{'pbe': {}},['th']
H6Pd2Ti4,123,{'pbe': {}},['th']
Cs2Fe4Se6,63,"{'pbe': {'am': 10.39, 'tm': 9.91}}",
Br8Cu4O32,61,"{'pbe': {'am': 12.64, 'tm': 12.06}}",
H4Na6O18S4Zn,2,{'pbe': {}},
Ca4O20Te8,14,{'pbe': {}},
Be2O2,186,{'pbe': {}},['ht']
